2026-03-23	EPD	Enterprise Products Partners L.P.	60	AJ Teague	CO-CHIEF EXECUTIVE OFFICER	$100k	3k	$37.55	+
2026-03-23	BETR	Better Home & Finance Holding Company	69	Framework Ventures IV L.P. / Framework Ventures Management LLC / Framework Ventures IV GP LLC / Vance Spencer / Michael Ernest Anderson / Framework Labs, Inc.	10% Owner	$1.2M	40k	$29.60	+
2026-03-23	MSTR	Strategy Inc	48	Phong Le	President & CEO	$250k	3k	$99.62	+
2026-03-23	AHCO	AdaptHealth Corp.	67	Richard M Cashin JR	10% Owner	$4.4M	447k	$9.91	+
2026-03-23	AIRS	AirSculpt Technologies, Inc.	43	Jorey Chernett	10% Owner	$111k	40k	$2.77	+
2026-03-23	LULU	lululemon athletica inc.	72	Charles V Bergh	Director	$1000k	6k	$164.20	+
2026-03-23	TTAM	Titan America SA	52	Lawrence Hugh Wilt Jr.	Chief Financial Officer	$299k	20k	$14.93	+
2026-03-20	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$262k	1k	$192.23	+
2026-03-20	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$492k	3k	$189.37	+
2026-03-20	SBSW	D/B/A Sibanye-Stillwater Limited	54	Charl Keyter	Chief Financial Officer	$1.7M	149k	$11.63	+
2026-03-20	AIRS	AirSculpt Technologies, Inc.	43	Jorey Chernett	10% Owner	$205k	78k	$2.64	+
2026-03-20	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$175k	900	$193.94	+
2026-03-20	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$115k	608	$188.85	+
2026-03-20	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$324k	2k	$193.17	+
2026-03-20	GO	Grocery Outlet Holding Corp.	51	N. J. Potter Jason	President and CEO	$1.7M	286k	$5.90	+
2026-03-19	BETR	Better Home & Finance Holding Company	69	Framework Ventures IV L.P. / Framework Ventures Management LLC / Framework Ventures IV GP LLC / Vance Spencer / Michael Ernest Anderson / Framework Labs, Inc.	10% Owner	$1.5M	53k	$28.48	+
2026-03-19	FCNCA	First Citizens BancShares, Inc.	60	HOLDING FRANK B JR	Chairman and CEO	$143k	92	$1550.00	+
2026-03-19	CRM	Salesforce, Inc.	60	Laura Alber	Director	$405k	2k	$194.59	+
2026-03-19	CORT	Corcept Therapeutics Incorporated	45	BAKER G LEONARD JR	Director	$2.5M	76k	$33.00	+
2026-03-19	NSP	Insperity, Inc.	54	Paul J Sarvadi	Chairman of the Board & CEO	$3.7M	160k	$23.22	+
2026-03-19	CORT	Corcept Therapeutics Incorporated	45	BAKER G LEONARD JR	Director	$813k	24k	$33.56	+
2026-03-19	PHR	Phreesia, Inc.	55	Pale Fire Capital SE / Fire Capital Sicav A.S. Pale / Fire Capital Investicni Spolecnost A.S. Pale / Dusan Senkypl / Barta Jan	10% Owner	$5.8M	519k	$11.15	+
2026-03-19	GO	Grocery Outlet Holding Corp.	51	Erik D. Ragatz	Director	$288k	50k	$5.75	+
2026-03-19	GO	Grocery Outlet Holding Corp.	51	Erik D. Ragatz	Director	$199k	34k	$5.85	+
2026-03-19	NSP	Insperity, Inc.	54	Paul J Sarvadi	Chairman of the Board & CEO	$542k	23k	$23.57	+
2026-03-19	PHR	Phreesia, Inc.	55	Pale Fire Capital SE / Fire Capital Sicav A.S. Pale / Fire Capital Investicni Spolecnost A.S. Pale / Dusan Senkypl / Barta Jan	10% Owner	$3.4M	303k	$11.20	+
2026-03-19	NFBK	Northfield Bancorp, Inc.	53	Paul Stahlin	Director	$132k	10k	$13.19	+
2026-03-19	PHR	Phreesia, Inc.	55	Pale Fire Capital SE / Fire Capital Sicav A.S. Pale / Fire Capital Investicni Spolecnost A.S. Pale / Dusan Senkypl / Barta Jan	10% Owner	$9.1M	780k	$11.69	+
2026-03-19	SBSW	D/B/A Sibanye-Stillwater Limited	54	Thabane Vincent Maphai	Director	$160k	12k	$13.34	+
2026-03-19	URG	Ur Energy Inc	53	Jade Walle	VICE PRESIDENT FINANCE	$150k	108k	$1.39	+
2026-03-19	NSP	Insperity, Inc.	54	Paul J Sarvadi	Chairman of the Board & CEO	$338k	15k	$22.53	+
2026-03-18	EXFY	Expensify, Inc.	51	McLaughlin Steven J. / Steven J. McLaughlin Revocable Trust / EXP 2020 SPV LP / SF Roofdeck GP LLC	10% Owner	$420k	500k	$0.84	+
2026-03-18	EXFY	Expensify, Inc.	51	McLaughlin Steven J. / Steven J. McLaughlin Revocable Trust / EXP 2020 SPV LP / SF Roofdeck GP LLC	10% Owner	$433k	456k	$0.95	+
2026-03-18	EXFY	Expensify, Inc.	51	McLaughlin Steven J. / Steven J. McLaughlin Revocable Trust / EXP 2020 SPV LP / SF Roofdeck GP LLC	10% Owner	$485k	500k	$0.97	+
2026-03-18	CRM	Salesforce, Inc.	60	David Blair Kirk	Director	$500k	3k	$194.62	+
2026-03-18	EXFY	Expensify, Inc.	51	McLaughlin Steven J. / Steven J. McLaughlin Revocable Trust / EXP 2020 SPV LP / SF Roofdeck GP LLC	10% Owner	$335k	327k	$1.02	+
2026-03-18	KLC	KinderCare Learning Companies, Inc.	49	John T. Wyatt	Chief Executive Officer	$569k	275k	$2.07	+
2026-03-18	KLC	KinderCare Learning Companies, Inc.	49	John T. Wyatt	Chief Executive Officer	$429k	219k	$1.96	+
2026-03-18	TNXP	Tonix Pharmaceuticals Holding Corp.	55	Seth Lederman	Chief Executive Officer	$223k	15k	$14.89	+
2026-03-18	EXFY	Expensify, Inc.	51	McLaughlin Steven J. / Steven J. McLaughlin Revocable Trust / EXP 2020 SPV LP / SF Roofdeck GP LLC	10% Owner	$462k	480k	$0.96	+
2026-03-18	ORBS	Eightco Holdings Inc.	62	BITMINE IMMERSION TECHNOLOGIES, INC.	10% Owner	$77.0M	87.0M	$0.89	+
2026-03-18	AIRS	AirSculpt Technologies, Inc.	43	Jorey Chernett	10% Owner	$212k	83k	$2.56	+
2026-03-18	GPGI	GPGI, Inc.	73	Thomas R. Knott	Principal executive officer and Chief Investment Officer	$752k	44k	$17.08	+
2026-03-18	WAT	Waters Corporation	41	Wei Jiang	Director	$145k	500	$289.46	+
2026-03-18	BW	Babcock & Wilcox Enterprises, Inc.	61	Kenneth M Young	Chief Executive Officer	$106k	7k	$15.14	+
2026-03-17	SCM	Stellus Capital Investment Corporation	59	Bruce R Bilger	Director	$170k	19k	$8.76	+
2026-03-17	GO	Grocery Outlet Holding Corp.	51	Erik D. Ragatz	Director	$609k	100k	$6.09	+
2026-03-17	TOI	The Oncology Institute, Inc.	45	Jorey Chernett	10% Owner	$768k	263k	$2.92	+
2026-03-17	FCNCA	First Citizens BancShares, Inc.	60	HOLDING FRANK B JR	Chairman and CEO	$208k	134	$1550.00	+
2026-03-17	TOI	The Oncology Institute, Inc.	45	Jorey Chernett	10% Owner	$201k	61k	$3.29	+
2026-03-17	WEST	Westrock Coffee Company	34	Joe T Ford	Director	$253k	55k	$4.60	+
2026-03-17	TOI	The Oncology Institute, Inc.	45	Jorey Chernett	10% Owner	$257k	75k	$3.42	+
2026-03-17	FOA	Finance of America Companies Inc.	52	Matthew A Engel	Chief Financial Officer	$174k	11k	$16.45	+
2026-03-17	ARQ	Arq, Inc.	48	Carol S Eicher	Director	$151k	78k	$1.95	+
2026-03-17	SARO	StandardAero, Inc.	61	Paul Mcelhinney	Director	$984k	37k	$26.41	+
2026-03-17	SDHC	Smith Douglas Homes Corp.	66	Bradbury Thomas L	Director, 10% Owner	$257k	23k	$11.36	+
2026-03-17	CBZ	CBIZ, Inc.	55	Brad S. Lakhia	Senior Vice President & CFO	$332k	13k	$25.97	+
2026-03-17	LOAR	Loar Holdings Inc.	56	Paul S Levy	Director	$4.9M	75k	$64.90	+
2026-03-17	AVO	Mission Produce, Inc.	62	Globalharvest Holdings Venture Ltd	10% Owner	$486k	41k	$11.99	+
2026-03-17	RDDT	Reddit, Inc.	55	Sarah E Farrell	Director	$1.4M	11k	$132.26	+
2026-03-17	SONO	Sonos, Inc.	53	Coliseum Capital Management, LLC / Christopher S Shackelton / Coliseum Capital, LLC / COLISEUM CAPITAL PARTNERS, L.P. / Adam Gray / Coliseum Capital Co-Invest IV, L.P.	10% Owner	$1.7M	125k	$13.57	+
2026-03-17	SDHC	Smith Douglas Homes Corp.	66	George Ervin Perdue III	Director	$249k	20k	$12.27	+
2026-03-17	SCM	Stellus Capital Investment Corporation	59	Robert T. Ladd	President and CEO	$305k	35k	$8.70	+
2026-03-17	SONO	Sonos, Inc.	53	Coliseum Capital Management, LLC / Christopher S Shackelton / Coliseum Capital, LLC / COLISEUM CAPITAL PARTNERS, L.P. / Adam Gray / Coliseum Capital Co-Invest IV, L.P.	10% Owner	$1.2M	90k	$13.20	+
2026-03-17	CBSH	Commerce Bancshares, Inc.	53	Timothy S Dunn	Director	$119k	3k	$47.71	+
2026-03-17	POOL	Pool Corporation	74	DE LA Mesa Manuel J Perez	Director	$1.0M	5k	$205.00	+
2026-03-17	SOFI	SoFi Technologies, Inc.	67	Anthony Noto	Chief Executive Officer	$501k	29k	$17.32	+
2026-03-17	SLRC	SLR Investment Corp.	79	GROSS MICHAEL S	Co-Chief Executive Officer, President, Chairman of the Board	$348k	25k	$13.91	+
2026-03-17	SLRC	SLR Investment Corp.	79	GROSS MICHAEL S	Co-Chief Executive Officer, President, Chairman of the Board	$145k	10k	$13.90	+
2026-03-17	AVO	Mission Produce, Inc.	62	Globalharvest Holdings Venture Ltd	10% Owner	$2.1M	177k	$11.87	+
2026-03-17	SONO	Sonos, Inc.	53	Coliseum Capital Management, LLC / Christopher S Shackelton / Coliseum Capital, LLC / COLISEUM CAPITAL PARTNERS, L.P. / Adam Gray / Coliseum Capital Co-Invest IV, L.P.	10% Owner	$184k	14k	$13.25	+
2026-03-16	CASY	Caseys General Stores, Inc.	44	Mike Spanos	Director	$200k	300	$665.43	+
2026-03-16	MBX	MBX Biosciences, Inc.	38	Hawryluk P. Kent	President & CEO	$526k	19k	$28.41	+
2026-03-16	TGLS	Tecnoglass Inc.	66	Energy Holding Corp	10% Owner	$4.9M	108k	$45.28	+
2026-03-16	LINE	Lineage, Inc.	45	Kevin Patrick Marchetti	Co-Executive Chairman	$499k	13k	$37.50	+
2026-03-16	ALTG	Alta Equipment Group Inc.	60	Mill Road Capital III, L.P. / Mill Road Capital III GP LLC / Thomas E Lynch	10% Owner	$355k	58k	$6.10	+
2026-03-16	SENS	Senseonics Holdings, Inc.	79	Douglas A Roeder	Director	$100k	18k	$5.73	+
2026-03-16	AMRZ	Amrize Ltd	65	Roald Brouwer	Chief Technology Officer	$110k	2k	$54.88	+
2026-03-16	AMRZ	Amrize Ltd	65	Mario Gross	Chief Supply Chain Officer	$111k	2k	$55.39	+
2026-03-16	IFF	International Flavors & Fragrances, Inc.	45	Paul J Fribourg	Director	$995k	14k	$70.07	+
2026-03-16	VRTS	Virtus Investment Partners, Inc.	54	Howard W Morris	Director	$259k	2k	$129.35	+
2026-03-16	VRTS	Virtus Investment Partners, Inc.	54	Howard W Morris	Director	$246k	2k	$129.62	+
2026-03-16	CTEV	Claritev Corporation	47	Michael Kim	EVP, Chief Digital Officer	$248k	15k	$16.50	+
2026-03-16	IFF	International Flavors & Fragrances, Inc.	45	Paul J Fribourg	Director	$10.0M	142k	$70.13	+
2026-03-16	BBSI	Barrett Business Services, Inc.	60	Gary Kramer	President & CEO	$225k	8k	$26.89	+
2026-03-16	IFF	International Flavors & Fragrances, Inc.	45	Erik J Fyrwald	Chief Executive Officer	$933k	13k	$69.85	+
2026-03-16	BLDR	Builders FirstSource, Inc.	66	Paul S Levy	Director	$4.4M	50k	$87.73	+
2026-03-16	DCH	Dauch Corporation	48	David B. Walker	Director	$182k	35k	$5.20	+
2026-03-16	BETR	Better Home & Finance Holding Company	69	Framework Ventures IV L.P. / Framework Ventures Management LLC / Framework Ventures IV GP LLC / Vance Spencer / Michael Ernest Anderson / Framework Labs, Inc.	10% Owner	$739k	25k	$29.55	+
2026-03-16	WEST	Westrock Coffee Company	34	Joe T Ford	Director	$176k	45k	$3.92	+
2026-03-16	BWFG	Bankwell Financial Group, Inc.	55	SEIDMAN LAWRENCE B	Director	$192k	4k	$46.95	+
2026-03-16	ALKT	Alkami Technology, Inc.	51	GENERAL ATLANTIC, L.P. / GENERAL ATLANTIC GENPAR, L.P. / General Atlantic Partners 100, L.P. / GAP COINVESTMENTS III, LLC / GAP COINVESTMENTS IV, LLC / GAP Coinvestments V, LLC / General Atlantic Partners (Bermuda) EU, L.P. / General Atlantic Partners (Lu	Director, 10% Owner	$9.2M	500k	$18.33	+
2026-03-16	ALKT	Alkami Technology, Inc.	51	GENERAL ATLANTIC GENPAR (BERMUDA), L.P. / GAP (Bermuda) L.P. / GAP Coinvestments CDA, L.P. / Atlantic (Al), L.P. General / General Atlantic (AL) SPV, L.P. / General Atlantic (SPV) GP, LLC / GA AL Holding, L.P. / General Atlantic Partners (Bermuda) IV, L.P	Director, 10% Owner	$9.2M	500k	$18.33	+
2026-03-16	BWFG	Bankwell Financial Group, Inc.	55	SEIDMAN LAWRENCE B	Director	$116k	2k	$46.96	+
2026-03-16	AIRS	AirSculpt Technologies, Inc.	43	Jorey Chernett	10% Owner	$257k	106k	$2.43	+
2026-03-16	VNO	Vornado Realty Trust	39	TISCH DANIEL R	Director	$767k	30k	$25.55	+
2026-03-16	ABSI	Absci Corporation	42	Andreas Busch	Chief Innovation Officer	$229k	100k	$2.29	+
2026-03-16	TRIN	Trinity Capital Inc.	42	Steve Louis Brown	Executive Chairman	$400k	27k	$14.75	+
2026-03-16	RPC	Ridgepost Capital, Inc.	46	K. Huebner Trust Charles	Other	$174k	20k	$8.68	+
2026-03-16	TGLS	Tecnoglass Inc.	66	Energy Holding Corp	10% Owner	$4.9M	108k	$45.11	+
2026-03-16	VSNT	Versant Media Group, Inc.	52	Leonard Potter	Director	$112k	3k	$37.31	+
2026-03-16	MTN	Vail Resorts, Inc.	59	Robert A Katz	CEO & Chairperson of the Board	$4.9M	38k	$131.81	+
2026-03-16	VSNT	Versant Media Group, Inc.	52	Leonard Potter	Director	$115k	3k	$38.34	+
2026-03-16	KGS	Kodiak Gas Services, Inc.	41	Randall J Hogan	Director	$329k	6k	$54.81	+
2026-03-16	KGS	Kodiak Gas Services, Inc.	41	Alexander Newsom Darden	Director	$274k	5k	$54.75	+
2026-03-16	VSNT	Versant Media Group, Inc.	52	Leonard Potter	Director	$189k	5k	$37.88	+
2026-03-13	BWFG	Bankwell Financial Group, Inc.	55	SEIDMAN LAWRENCE B	Director	$115k	2k	$46.87	+
2026-03-13	GOGO	Gogo Inc.	57	Charles C Townsend	Director	$415k	91k	$4.54	+
2026-03-13	SNDA	Sonida Senior Living, Inc.	45	Michael Simanovsky / Conversant Capital LLC / Conversant GP Holdings LLC / Conversant Dallas Parkway (A) LP / Conversant Dallas Parkway (B) LP / Conversant Private GP LLC / Conversant PIF Aggregator A, LP	Director, 10% Owner	$6.0M	225k	$26.74	+
2026-03-13	LOAR	Loar Holdings Inc.	56	Raja Bobbili	Director, 10% Owner	$1.9M	30k	$64.17	+
2026-03-13	ALTG	Alta Equipment Group Inc.	60	Mill Road Capital III, L.P. / Mill Road Capital III GP LLC / Thomas E Lynch	10% Owner	$115k	18k	$6.36	+
2026-03-13	CPNG	Coupang, Inc.	77	Neil Mehta	Director	$42.9M	2.3M	$18.40	+
2026-03-13	CRH	CRH PLC	58	Richard H Fearon	Director	$397k	4k	$104.49	+
2026-03-13	STAA	STAAR Surgical Company	49	BROADWOOD PARTNERS, L.P. / BROADWOOD CAPITAL INC / Neal C Bradsher	Director, 10% Owner	$5.4M	299k	$18.12	+
2026-03-13	BWFG	Bankwell Financial Group, Inc.	55	SEIDMAN LAWRENCE B	Director	$191k	4k	$46.87	+
2026-03-13	NP	Neptune Insurance Holdings Inc.	41	Burgess Trevor R	CEO & Chairman of the Board	$935k	50k	$18.71	+
2026-03-13	CPNG	Coupang, Inc.	77	Neil Mehta	Director	$37.6M	2.0M	$18.64	+
2026-03-13	GOGO	Gogo Inc.	57	Charles C Townsend	Director	$724k	159k	$4.57	+
2026-03-13	FOX	Fox Corporation	56	Lachlan K Murdoch	Executive Chair, CEO	$10.6M	175k	$60.63	+
2026-03-13	CPNG	Coupang, Inc.	77	Neil Mehta	Director	$56.0M	3.0M	$18.68	+
2026-03-13	STAA	STAAR Surgical Company	49	BROADWOOD PARTNERS, L.P. / BROADWOOD CAPITAL INC / Neal C Bradsher	Director, 10% Owner	$5.9M	316k	$18.61	+
2026-03-13	BETR	Better Home & Finance Holding Company	69	Framework Ventures IV L.P. / Framework Ventures Management LLC / Framework Ventures IV GP LLC / Vance Spencer / Michael Ernest Anderson / Framework Labs, Inc.	10% Owner	$1.0M	29k	$34.12	+
2026-03-13	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$515k	3k	$187.87	+
2026-03-13	BH	Biglari Holdings Inc.	62	Sardar Biglari, / BIGLARI CAPITAL CORP. / LION FUND, L.P.	Chairman and CEO	$849k	3k	$302.20	+
2026-03-13	SNDA	Sonida Senior Living, Inc.	45	Michael Simanovsky / Conversant Capital LLC / Conversant GP Holdings LLC / Conversant Dallas Parkway (A) LP / Conversant Dallas Parkway (B) LP / Conversant Private GP LLC / Conversant PIF Aggregator A, LP	Director, 10% Owner	$49.1M	1.8M	$26.74	+
2026-03-13	CPS	Cooper-Standard Holdings Inc.	53	David John Mastrocola	Director	$101k	3k	$29.77	+
2026-03-13	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$759k	4k	$187.36	+
2026-03-13	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$114k	611	$185.91	+
2026-03-13	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$481k	3k	$185.28	+
2026-03-13	PTLO	Portillo's Inc.	79	Eugene I Lee JR	Director	$1.5M	286k	$5.18	+
2026-03-13	LEE	Lee Enterprises, Incorporated	67	David Henry Hoffmann	Director, 10% Owner	$261k	28k	$9.40	+
2026-03-13	STAA	STAAR Surgical Company	49	BROADWOOD PARTNERS, L.P. / BROADWOOD CAPITAL INC / Neal C Bradsher	Director, 10% Owner	$960k	55k	$17.52	+
2026-03-13	LEE	Lee Enterprises, Incorporated	67	David Henry Hoffmann	Director, 10% Owner	$260k	28k	$9.35	+
2026-03-13	CRH	CRH PLC	58	Siobhan Talbot	Director	$204k	2k	$102.11	+
2026-03-13	SNDA	Sonida Senior Living, Inc.	45	Michael Simanovsky / Conversant Capital LLC / Conversant GP Holdings LLC / Conversant Dallas Parkway (A) LP / Conversant Dallas Parkway (B) LP / Conversant Private GP LLC / Conversant PIF Aggregator A, LP	Director, 10% Owner	$2.3M	88k	$26.74	+
2026-03-13	SNDA	Sonida Senior Living, Inc.	45	Michael Simanovsky / Conversant Capital LLC / Conversant GP Holdings LLC / Conversant Dallas Parkway (A) LP / Conversant Dallas Parkway (B) LP / Conversant Private GP LLC / Conversant PIF Aggregator A, LP	Director, 10% Owner	$42.6M	1.6M	$26.74	+
2026-03-13	FG	F&G Annuities & Life, Inc.	52	Christopher O Blunt	Chief Executive Officer	$210k	10k	$20.99	+
2026-03-13	ALKT	Alkami Technology, Inc.	51	Joseph P. Payne	Director	$100k	6k	$18.23	+
2026-03-13	LEE	Lee Enterprises, Incorporated	67	David Henry Hoffmann	Director, 10% Owner	$259k	28k	$9.33	+
2026-03-13	LOAR	Loar Holdings Inc.	56	Raja Bobbili	Director, 10% Owner	$1.3M	20k	$62.76	+
2026-03-13	LOAR	Loar Holdings Inc.	56	Anthony Carpenito	Director, 10% Owner	$227k	3k	$65.16	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Mohamad Makhzoumi	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Edward T Mathers	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$102k	554	$184.66	+
2026-03-12	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$370k	2k	$183.88	+
2026-03-12	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$544k	3k	$182.92	+
2026-03-12	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$325k	2k	$181.93	+
2026-03-12	AMR	Alpha Metallurgical Resources, Inc.	58	Kenneth S. Courtis	Director	$1.4M	8k	$180.67	+
2026-03-12	CVSA	Adtalem Global Education Inc.	42	Michael W Malafronte	Director	$1.2M	12k	$100.86	+
2026-03-12	CVSA	Adtalem Global Education Inc.	42	Michael W Malafronte	Director	$1.5M	15k	$100.86	+
2026-03-12	CVSA	Adtalem Global Education Inc.	42	Michael W Malafronte	Director	$897k	9k	$100.94	+
2026-03-12	SMRT	SmartRent, Inc.	81	Thomas N Bohjalian	Director	$260k	150k	$1.74	+
2026-03-12	LOAR	Loar Holdings Inc.	56	Charles Dirkson R	President, Chief Executive Officer, and Executive Co-Chairman	$229k	3k	$67.41	+
2026-03-12	LOAR	Loar Holdings Inc.	56	Charles Dirkson R	President, Chief Executive Officer, and Executive Co-Chairman	$281k	4k	$67.49	+
2026-03-12	LOAR	Loar Holdings Inc.	56	Charles Dirkson R	President, Chief Executive Officer, and Executive Co-Chairman	$2.5M	36k	$67.45	+
2026-03-12	BBBY	Bed Bath & Beyond, Inc.	57	Joseph J Tabacco JR	Director	$102k	20k	$5.11	+
2026-03-12	PFLT	PennantPark Floating Rate Capital Ltd.	48	Richard T Allorto JR	CFO and Treasurer	$122k	15k	$8.15	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Rick Yang	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Scott D Sandell	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	KRRO	Korro Bio, Inc.	63	New Enterprise Associates 17, L.P. / NEA Partners 17, L.P. / NEA 17 GP, LLC	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Carmen Chang	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Forest Baskett	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Paul Edward Walker	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	KRRO	Korro Bio, Inc.	63	Anthony A. Florence Jr.	10% Owner	$2.3M	207k	$11.11	+
2026-03-12	LKFN	Lakeland Financial Corporation	50	Scott M Welch	Director	$562k	10k	$56.23	+
2026-03-12	IP	International Paper Company	63	GUSTAFSSON ANDERS	Director	$500k	13k	$38.84	+
2026-03-12	IP	International Paper Company	63	GUSTAFSSON ANDERS	Director	$500k	13k	$37.83	+
2026-03-12	AHCO	AdaptHealth Corp.	67	Richard M Cashin JR	10% Owner	$6.7M	689k	$9.73	+
2026-03-12	AHCO	AdaptHealth Corp.	67	Richard M Cashin JR	10% Owner	$5.2M	537k	$9.73	+
2026-03-12	VENU	Venu Holding Corporation	59	ROTH JAY W	CEO & Chairman	$250k	63k	$4.00	+
2026-03-12	COFS	ChoiceOne Financial Services, Inc.	48	Eric E Burrough	Director	$138k	5k	$27.50	+
2026-03-12	INSW	International Seaways, Inc.	36	Famatown Finance Ltd / GREENWICH HOLDINGS LTD. / C.K. Ltd	10% Owner	$22.7M	300k	$75.61	+
2026-03-12	INSW	International Seaways, Inc.	36	Famatown Finance Ltd / GREENWICH HOLDINGS LTD. / C.K. Ltd	10% Owner	$11.8M	156k	$75.34	+
2026-03-12	NMFC	New Mountain Finance Corporation	57	Steven B Klinsky	Director, 10% Owner	$1.5M	184k	$8.05	+
2026-03-12	NMFC	New Mountain Finance Corporation	57	Steven B Klinsky	Director, 10% Owner	$1.2M	149k	$8.05	+
2026-03-12	NMFC	New Mountain Finance Corporation	57	Steven B Klinsky	Director, 10% Owner	$741k	92k	$8.05	+
2026-03-12	NMFC	New Mountain Finance Corporation	57	Steven B Klinsky	Director, 10% Owner	$600k	75k	$8.05	+
2026-03-12	BWFG	Bankwell Financial Group, Inc.	55	SEIDMAN LAWRENCE B	Director	$191k	4k	$46.64	+
2026-03-12	ALLE	Allegion plc	66	Sue Main	Director	$194k	1k	$149.58	+
2026-03-12	KOS	Kosmos Energy Ltd.	57	Andrew G Inglis	Chairman and CEO	$600k	316k	$1.90	+
2026-03-12	BWFG	Bankwell Financial Group, Inc.	55	SEIDMAN LAWRENCE B	Director	$115k	2k	$46.64	+
2026-03-12	KOS	Kosmos Energy Ltd.	57	Nealesh D. Shah	SVP and CFO	$300k	158k	$1.90	+
2026-03-12	KOS	Kosmos Energy Ltd.	57	Adebayo O. Ogunlesi	Director	$6.0M	3.2M	$1.90	+
2026-03-12	AMT	American Tower Corporation (REIT)	58	Rajesh Kalathur	Director	$495k	3k	$185.30	+
2026-03-12	PATK	Patrick Industries, Inc.	64	Scott M Welch	Director	$1.1M	10k	$113.68	+
2026-03-12	ROCK	Gibraltar Industries, Inc.	60	James S Metcalf	Director	$502k	12k	$40.35	+
2026-03-12	GO	Grocery Outlet Holding Corp.	51	Erik D. Ragatz	Director	$750k	125k	$6.00	+
2026-03-12	AHCO	AdaptHealth Corp.	67	Richard M Cashin JR	10% Owner	$8.0M	821k	$9.73	+
2026-03-11	SSP	E.W. Scripps Company (The)	55	Savannah Brickner	10% Owner	$127k	28k	$4.59	+
2026-03-11	ALKT	Alkami Technology, Inc.	51	GENERAL ATLANTIC GENPAR (BERMUDA), L.P. / GAP (Bermuda) L.P. / GAP Coinvestments CDA, L.P. / Atlantic (Al), L.P. General / General Atlantic (SPV) GP, LLC / GA AL Holding, L.P. / General Atlantic Partners (Bermuda) IV, L.P. / General Atlantic (SPV) GP (Ber	Director, 10% Owner	$19.4M	1.1M	$17.56	+
2026-03-11	BWFG	Bankwell Financial Group, Inc.	55	SEIDMAN LAWRENCE B	Director	$115k	2k	$46.94	+
2026-03-11	AIRS	AirSculpt Technologies, Inc.	43	Jorey Chernett	10% Owner	$189k	88k	$2.15	+
2026-03-11	SRE	DBA Sempra	66	Richard J Mark	Director	$251k	3k	$93.30	+
2026-03-11	ALKT	Alkami Technology, Inc.	51	GENERAL ATLANTIC, L.P. / GENERAL ATLANTIC GENPAR, L.P. / General Atlantic Partners 100, L.P. / GAP COINVESTMENTS III, LLC / GAP COINVESTMENTS IV, LLC / GAP Coinvestments V, LLC / General Atlantic Partners (Bermuda) EU, L.P. / General Atlantic Partners (Lu	Director, 10% Owner	$14.6M	842k	$17.35	+
2026-03-11	SONO	Sonos, Inc.	53	Coliseum Capital Management, LLC / Christopher S Shackelton / Coliseum Capital, LLC / COLISEUM CAPITAL PARTNERS, L.P. / Adam Gray / Coliseum Capital Co-Invest IV, L.P.	10% Owner	$2.6M	180k	$14.22	+
2026-03-11	ALKT	Alkami Technology, Inc.	51	GENERAL ATLANTIC GENPAR (BERMUDA), L.P. / GAP (Bermuda) L.P. / GAP Coinvestments CDA, L.P. / Atlantic (Al), L.P. General / General Atlantic (SPV) GP, LLC / GA AL Holding, L.P. / General Atlantic Partners (Bermuda) IV, L.P. / General Atlantic (SPV) GP (Ber	Director, 10% Owner	$16.6M	900k	$18.41	+
2026-03-11	SRE	DBA Sempra	66	Cynthia J Warner	Director	$232k	3k	$92.95	+
2026-03-11	DSGR	Distribution Solutions Group, Inc.	56	Robert Zamarripa	Director	$297k	14k	$21.23	+
2026-03-11	FRAF	Franklin Financial Services Corporation	50	Gregory I Snook	Director	$106k	2k	$48.18	+
